date,close,open,high,low,volume,dividends,stock splits
2025-08-01,50652.71377534767,48752.629202018514,51051.23939910625,48593.622838381605,478536261.44232875,0.0,0.0
2025-08-04,47763.26118558065,50652.71377534767,51024.53601902988,47139.90210153017,1176871870.6454985,0.0,0.0
2025-08-05,46845.542250937484,47763.26118558065,48638.85333165466,46497.23494854681,1113339180.5831747,0.0,0.0
2025-08-06,49106.847159767945,46845.542250937484,49632.0437338024,46739.84542329383,386040124.5765396,0.0,0.0
2025-08-07,47756.111045096026,49106.847159767945,49283.871498707376,47494.67427268242,359021908.05703896,0.0,0.0
2025-08-08,48519.81042951423,47756.111045096026,48792.60394742439,46034.444321453724,613313711.9720304,0.0,0.0
2025-08-11,49919.32842969443,48519.81042951423,50451.688091991164,48477.87563287554,294505218.39479035,0.0,0.0
2025-08-12,48143.44120701507,49919.32842969443,50251.98832202447,47998.217205030436,564186794.1381731,0.0,0.0
2025-08-13,47986.654912182676,48143.44120701507,48404.11350774256,47230.3940631849,711609695.9265919,0.0,0.0
2025-08-14,42383.315848809936,47986.654912182676,48821.14030023441,41680.47802687581,896014014.4482429,0.0,0.0
2025-08-15,40724.42601808093,42383.315848809936,43070.60157580341,39999.309100180726,461467857.5764621,0.0,0.0
2025-08-18,40295.12405910007,40724.42601808093,41100.68037893448,39909.05835604563,438189982.76866925,0.0,0.0
2025-08-19,38390.67953265946,40295.12405910007,40653.610390641734,37732.46850302609,312779399.66608816,0.0,0.0
2025-08-20,40806.70226736575,38390.67953265946,40996.17580817088,37450.051335232776,320874238.18733835,0.0,0.0
2025-08-21,38609.60064105105,40806.70226736575,41006.3284644386,37945.70157373365,433221868.90303713,0.0,0.0
2025-08-22,37931.400424977735,38609.60064105105,39334.17557416356,37759.20961975602,582991260.3669146,0.0,0.0
2025-08-25,38082.216637900136,37931.400424977735,38610.05159477079,37502.239335508115,766076286.2238431,0.0,0.0
2025-08-26,40185.88454498685,38082.216637900136,40297.34138359514,38045.57868175387,324699443.97989434,0.0,0.0
2025-08-27,38013.94406506176,40185.88454498685,40500.97584926063,37826.48072692219,1023346815.431886,0.0,0.0
2025-08-28,39692.143210086026,38013.94406506176,40316.704576395314,37830.7032368663,423658472.60598326,0.0,0.0
2025-08-29,39667.89301849815,39692.143210086026,40111.49686959818,39416.84240837881,480009451.7536507,0.0,0.0
2025-09-01,38177.441008677335,39667.89301849815,40505.95339887082,37253.33050698447,333914042.6308082,0.0,0.0
2025-09-02,38814.92057771252,38177.441008677335,39721.22714380172,37917.71932305541,144368536.56590736,0.0,0.0
2025-09-03,39070.55022845188,38814.92057771252,39425.70736209676,38672.7667716026,754844781.1380037,0.0,0.0
2025-09-04,38151.335008204565,39070.55022845188,39820.956418412236,37599.61682018736,701282913.0610678,0.0,0.0
2025-09-05,38214.43141528095,38151.335008204565,39220.30834401158,37470.63670162451,421502480.97093207,0.0,0.0
2025-09-08,37621.33513703271,38214.43141528095,39407.82764381639,36928.571461581065,501691204.85363835,0.0,0.0
2025-09-09,37746.20619309544,37621.33513703271,38706.72807122142,37284.21031345208,627949061.4814765,0.0,0.0
2025-09-10,38669.29746765619,37746.20619309544,38791.69592580814,37349.207029471756,222119719.51127192,0.0,0.0
2025-09-11,41030.45423086664,38669.29746765619,41089.97697451848,38496.69889325201,372397973.38969463,0.0,0.0
2025-09-12,39106.06570730259,41030.45423086664,41365.82839562925,38299.08849177237,721708834.9383398,0.0,0.0
2025-09-15,42365.43664665557,39106.06570730259,42619.080283145195,39018.04445260896,259133851.78219423,0.0,0.0
2025-09-16,39297.2098430023,42365.43664665557,42389.35280567501,39223.18777935114,561868821.034567,0.0,0.0
2025-09-17,39149.42308771414,39297.2098430023,39947.56012666904,39047.78815661236,246213375.4180309,0.0,0.0
2025-09-18,40114.655454668595,39149.42308771414,40183.38849621072,39140.27442683808,612595245.5402961,0.0,0.0
2025-09-19,40626.45401722257,40114.655454668595,40718.04743123365,39455.00499375352,476595775.5422903,0.0,0.0
2025-09-22,39755.84401142383,40626.45401722257,40848.03813951667,38897.08743756985,216355639.75810987,0.0,0.0
2025-09-23,39521.633437094926,39755.84401142383,39789.80283143066,38576.37176775939,868579500.5553961,0.0,0.0
2025-09-24,38865.7798626774,39521.633437094926,39704.105867316546,38372.01266293835,336027719.01760167,0.0,0.0
2025-09-25,38081.10805774571,38865.7798626774,39862.785286833925,37514.808269936686,323553093.808064,0.0,0.0
2025-09-26,39409.3535289746,38081.10805774571,40206.3202678102,36851.055833646344,536343085.2099952,0.0,0.0
2025-09-29,40027.62240085205,39409.3535289746,40473.888818346844,39031.637487881795,861614639.4906206,0.0,0.0
2025-09-30,39065.479945372215,40027.62240085205,40130.21245943317,38290.17287851791,291948825.7260294,0.0,0.0
2025-10-01,40504.942611442086,39065.479945372215,40616.72612864849,38103.288290747645,500360764.3571096,0.0,0.0
2025-10-02,41062.750153652385,40504.942611442086,41074.104373469585,39891.40386266394,601181984.904422,0.0,0.0
2025-10-03,42435.706775344304,41062.750153652385,42656.95490528233,40638.88996826965,686112937.2032983,0.0,0.0
2025-10-06,43550.2761714027,42435.706775344304,43902.876418557615,41001.95119485614,529911610.329253,0.0,0.0
2025-10-07,42284.23131253885,43550.2761714027,44058.70695745437,41661.533328339545,403822539.3782997,0.0,0.0
2025-10-08,41476.51464232288,42284.23131253885,42408.44880355905,41274.42153780716,320760369.44277155,0.0,0.0
2025-10-09,42756.64029289784,41476.51464232288,43384.119286770576,39921.515076371994,506518771.1720704,0.0,0.0
2025-10-10,43847.53846504783,42756.64029289784,44116.05164119261,41287.345180278615,283842621.8199665,0.0,0.0
2025-10-13,43900.43905681134,43847.53846504783,45021.601573165884,42933.598482252004,112596901.80665119,0.0,0.0
2025-10-14,44184.88498310351,43900.43905681134,44866.9818350777,42816.93314558732,603514063.8725721,0.0,0.0
2025-10-15,46475.90600751132,44184.88498310351,46805.37195009155,43507.152629221484,762388953.0861195,0.0,0.0
2025-10-16,45533.77303658501,46475.90600751132,46654.394215517816,43867.40605154929,148862524.28999937,0.0,0.0
2025-10-17,46583.388873394484,45533.77303658501,47270.045017107164,44588.305571503435,292839327.90436524,0.0,0.0
2025-10-20,46319.39143249398,46583.388873394484,47747.140528970995,45927.59252353311,661206748.6327113,0.0,0.0
2025-10-21,46029.790623600806,46319.39143249398,47024.16649397867,45619.14435631085,1357278915.3058934,0.0,0.0
2025-10-22,48088.46471328754,46029.790623600806,49416.33694601242,45440.552531317095,490235700.00677764,0.0,0.0
2025-10-23,49720.04395841813,48088.46471328754,50674.35330393231,47541.02905263955,337136526.4877351,0.0,0.0
2025-10-24,51383.7264823643,49720.04395841813,51865.30908582552,49510.331209010816,442765914.85524285,0.0,0.0
2025-10-27,54105.16818986477,51383.7264823643,54126.343099763384,51303.41286699494,964806585.3969542,0.0,0.0
2025-10-28,54256.774358020026,54105.16818986477,54678.07198803983,54054.36901417677,351253207.56835365,0.0,0.0
2025-10-29,55792.64610631105,54256.774358020026,56400.01362227779,53643.159059438876,325347368.8302311,0.0,0.0
2025-10-30,55249.09353970746,55792.64610631105,55948.9492862344,55016.4878860663,381121293.8199012,0.0,0.0
2025-10-31,56045.85837294219,55249.09353970746,56680.899645602374,53846.078598914966,301215253.75080246,0.0,0.0
2025-11-03,55881.02175736968,56045.85837294219,56559.953975627475,55798.59197500174,515854423.1679475,0.0,0.0
2025-11-04,56199.65767789601,55881.02175736968,57385.46575957126,55052.369539852036,1093160882.9610422,0.0,0.0
2025-11-05,57600.23414477605,56199.65767789601,58397.9109119695,55269.33755022837,570223893.0866512,0.0,0.0
2025-11-06,55948.64669699763,57600.23414477605,58768.09439137689,55797.6741824115,427653244.5696753,0.0,0.0
2025-11-07,60700.07679494369,55948.64669699763,61588.610515911525,54780.43703519603,419298806.42283726,0.0,0.0
2025-11-10,58540.35249730061,60700.07679494369,61659.41886447057,57733.97383000811,222048102.8016435,0.0,0.0
2025-11-11,56012.62632653671,58540.35249730061,59374.024681492134,54693.10837469153,754491740.082072,0.0,0.0
2025-11-12,58649.869417728405,56012.62632653671,60965.70238313266,55181.15126129759,466645954.8702056,0.0,0.0
2025-11-13,60562.054343394164,58649.869417728405,61010.199526219934,57822.22780781635,443301216.1905221,0.0,0.0
2025-11-14,62139.70049114058,60562.054343394164,62311.98541163573,59669.53251960666,2394771805.962754,0.0,0.0
2025-11-17,63768.68335910524,62139.70049114058,64589.728541503246,61930.320941222635,563330165.7017574,0.0,0.0
2025-11-18,63866.619351964386,63768.68335910524,64537.515719413896,63242.54188709962,333150359.12909293,0.0,0.0
2025-11-19,61849.324049854826,63866.619351964386,64418.07998095819,60950.952300143705,392019131.69070625,0.0,0.0
2025-11-20,62151.9220290924,61849.324049854826,62265.66919639174,61751.56299245674,861532083.431263,0.0,0.0
2025-11-21,60694.28840023618,62151.9220290924,64538.63464824791,59479.77247840868,513435620.3462451,0.0,0.0
2025-11-24,63111.57223887047,60694.28840023618,63202.509608381435,60146.794681988,236358673.17312628,0.0,0.0
2025-11-25,62885.5223227065,63111.57223887047,64199.55893718174,62583.87751333772,768241325.2102334,0.0,0.0
2025-11-26,61065.5009403437,62885.5223227065,63548.816574392324,59606.3465353496,347379346.10652506,0.0,0.0
2025-11-27,60445.03332624473,61065.5009403437,61097.54978583386,60045.66567301395,1237858723.6637487,0.0,0.0
2025-11-28,61523.905540734704,60445.03332624473,63158.10410630939,60427.22821508607,832566813.3354617,0.0,0.0
2025-12-01,60340.54550786845,61523.905540734704,62102.507471342,59840.482329311235,387931390.0450903,0.0,0.0
2025-12-02,58601.476893518695,60340.54550786845,61981.007528285714,58404.651409215854,920574215.7545322,0.0,0.0
2025-12-03,59265.06523489871,58601.476893518695,59894.23970427213,57402.36723521929,501908181.357163,0.0,0.0
2025-12-04,59939.08179077368,59265.06523489871,60444.78792204747,59153.74366012218,743133926.5839131,0.0,0.0
2025-12-05,58913.18398111889,59939.08179077368,60507.67087871919,58533.719266416534,618227090.7264602,0.0,0.0
2025-12-08,57983.903530195166,58913.18398111889,59772.62816945662,57877.53423092805,317764681.8097536,0.0,0.0
2025-12-09,58614.572568286625,57983.903530195166,59161.279445597575,57511.3654226383,351677487.1364179,0.0,0.0
2025-12-10,55587.37679008424,58614.572568286625,59995.14333017467,55546.63674299647,811975243.0370926,0.0,0.0
2025-12-11,52797.95800961618,55587.37679008424,56193.67151264407,52765.810633500354,410387475.65557724,0.0,0.0
2025-12-12,51478.88046469772,52797.95800961618,52993.985187512866,50936.81427194049,396495705.6664952,0.0,0.0
2025-12-15,51165.25271441828,51478.88046469772,51536.356708686006,50656.490319851575,300945189.16228247,0.0,0.0
2025-12-16,51876.97920768191,51165.25271441828,52359.95811017328,50088.78291656518,599615714.8848994,0.0,0.0
2025-12-17,54978.30580262069,51876.97920768191,55124.85130218179,50515.53786275361,1360696393.4156628,0.0,0.0
2025-12-18,56913.33846895633,54978.30580262069,58053.32205085453,53952.523402641,284497078.5818566,0.0,0.0
2025-12-19,56681.73750605233,56913.33846895633,57237.91340364842,56092.61144798163,491076131.8072778,0.0,0.0
2025-12-22,56754.18812006545,56681.73750605233,57273.98759383448,56070.92892531082,982990759.4465705,0.0,0.0
2025-12-23,54742.11484642665,56754.18812006545,57230.74490591086,54007.26405110326,466225184.71621746,0.0,0.0
2025-12-24,54813.13407218086,54742.11484642665,55701.748754367676,54499.92230898197,608304354.7342695,0.0,0.0
2025-12-25,54323.71162541034,54813.13407218086,55498.782375126626,53306.98191732804,285229088.86654925,0.0,0.0
2025-12-26,55104.09953420556,54323.71162541034,55483.64010605448,53774.91396860272,601028882.4126929,0.0,0.0
2025-12-29,53505.76147611006,55104.09953420556,55162.09580942714,53281.84454965245,441826516.9900045,0.0,0.0
2025-12-30,54681.448762038344,53505.76147611006,56043.80501476538,52835.32327338774,794215186.1851574,0.0,0.0
2025-12-31,58076.93432605857,54681.448762038344,58451.19796252618,52921.95083027927,878470623.6189221,0.0,0.0
2026-01-01,57953.19487469945,58076.93432605857,58257.862288574106,56920.81803553592,1770949749.0522842,0.0,0.0
2026-01-02,58962.44673738247,57953.19487469945,59202.64102822945,57683.86837475938,648269191.2221076,0.0,0.0
2026-01-05,60650.399173810365,58962.44673738247,61811.9288353318,58401.911203602314,570999081.0737648,0.0,0.0
2026-01-06,59852.29870482681,60650.399173810365,61633.89683438865,59480.79629705999,534687034.147239,0.0,0.0
2026-01-07,60484.9971529673,59852.29870482681,61440.4963629995,59685.95032024481,406631063.16424346,0.0,0.0
2026-01-08,60635.09583143163,60484.9971529673,60671.0722896025,60367.21408316071,574632877.9559891,0.0,0.0
2026-01-09,60982.415755682756,60635.09583143163,61605.80913865723,60595.24813940209,418546810.6026161,0.0,0.0
2026-01-12,59335.70213969703,60982.415755682756,61008.31960048345,59204.86513495853,527801322.7219285,0.0,0.0
2026-01-13,59509.89320909634,59335.70213969703,59536.45497935194,58477.81547710477,937566988.6386508,0.0,0.0
2026-01-14,60768.19273143182,59509.89320909634,61623.45989880678,57536.67339268205,293306506.4670543,0.0,0.0
2026-01-15,64341.82995241001,60768.19273143182,64839.878884672005,60260.026207868636,857849539.8243458,0.0,0.0
2026-01-16,66864.1035724738,64341.82995241001,66960.50901624653,63019.79549670428,937340842.7561842,0.0,0.0
2026-01-19,72710.30984922784,66864.1035724738,73214.49254138861,66775.56007210558,457352843.0966702,0.0,0.0
2026-01-20,70762.13071548834,72710.30984922784,73184.1951791017,68023.94477510243,167932479.7775631,0.0,0.0
2026-01-21,73293.51734183905,70762.13071548834,73633.42202773498,69909.08484301752,358016275.7973988,0.0,0.0
2026-01-22,73953.69551868484,73293.51734183905,74200.10971836209,71491.46780176232,927958224.7282296,0.0,0.0
2026-01-23,80531.76256090665,73953.69551868484,81110.07961579911,72092.61289104995,479649395.46023047,0.0,0.0
2026-01-26,78252.15255518247,80531.76256090665,82048.686372993,77602.36048203913,294370249.1548271,0.0,0.0
2026-01-27,75946.3300851496,78252.15255518247,79302.22676153638,75298.14743397955,376946015.1936165,0.0,0.0
2026-01-28,74384.67855301219,75946.3300851496,76159.2133187151,72567.76216248878,738631725.6707913,0.0,0.0
2026-01-29,68754.48354916352,74384.67855301219,74875.31735430469,68363.48256870218,637692521.6180977,0.0,0.0
2026-01-30,67529.41352274321,68754.48354916352,70246.77680635055,67323.1985879063,430532748.770582,0.0,0.0
2026-02-02,65740.568619395,67529.41352274321,67728.51195448701,65166.9681088245,403863615.7253751,0.0,0.0
2026-02-03,66249.71623447856,65740.568619395,67275.10735354695,64739.90835210338,398859955.88159466,0.0,0.0
2026-02-04,67250.05986608345,66249.71623447856,68748.62022640472,65604.49943770793,305907983.67498076,0.0,0.0
2026-02-05,72364.25055461297,67250.05986608345,72654.12393986355,66015.40902289937,1088087978.5346577,0.0,0.0
2026-02-06,75175.735030931,72364.25055461297,76178.91476543815,72327.25418505976,412951109.66971725,0.0,0.0
2026-02-09,73692.87858884997,75175.735030931,75268.52142155686,72841.75543135393,891645562.7593569,0.0,0.0
2026-02-10,71362.06388425897,73692.87858884997,74870.65332762737,71111.81220667221,1038100072.4570503,0.0,0.0
2026-02-11,72854.1384254949,71362.06388425897,73419.43749073772,69696.5850167346,799226904.5421224,0.0,0.0
2026-02-12,69428.01612744789,72854.1384254949,74394.29032794834,69083.4307559713,390988944.9016012,0.0,0.0
2026-02-13,74581.00944718026,69428.01612744789,77152.82158731655,68559.9621946087,593688331.4917649,0.0,0.0
2026-02-16,78155.82844671111,74581.00944718026,78581.1976709647,72350.58719527324,479331123.24142134,0.0,0.0
2026-02-17,76928.46465314462,78155.82844671111,78678.10772623874,76496.83068896769,308782921.83125925,0.0,0.0
2026-02-18,72224.3211677104,76928.46465314462,78605.56419877529,70894.30777370994,570588955.6401209,0.0,0.0
2026-02-19,76189.52588532784,72224.3211677104,77994.72867860123,70913.83864623655,269069455.8489354,0.0,0.0
2026-02-20,76010.49961339902,76189.52588532784,76787.0727489258,74103.50367195238,878599476.9913888,0.0,0.0
2026-02-23,79830.72883121177,76010.49961339902,80333.88612902221,75532.75194965766,384591139.0072469,0.0,0.0
2026-02-24,75287.96181516415,79830.72883121177,80168.15489169306,74491.77823003048,536501452.791065,0.0,0.0
2026-02-25,73739.89740520796,75287.96181516415,76806.27589622105,73678.21131423503,558991002.7738243,0.0,0.0
2026-02-26,73902.24911685225,73739.89740520796,74920.60579186359,73122.33286648919,426254657.482711,0.0,0.0
2026-02-27,74182.51864599163,73902.24911685225,75299.86401328341,73817.99457629649,650561829.5941783,0.0,0.0
2026-03-02,73070.59559114314,74182.51864599163,75036.8760038369,72480.08727244782,382618195.633085,0.0,0.0
2026-03-03,74970.47236128824,73070.59559114314,75009.47749715601,72061.48307427292,750048664.7542654,0.0,0.0
2026-03-04,72133.94643646196,74970.47236128824,75233.86019827177,71950.69646732016,247522033.40683386,0.0,0.0
2026-03-05,71888.35836909692,72133.94643646196,73811.60222893735,70363.91415332054,516812030.9032254,0.0,0.0
2026-03-06,72362.30910931413,71888.35836909692,73445.95716476123,71768.42048472364,1279153668.2727933,0.0,0.0
2026-03-09,73938.54292383228,72362.30910931413,75030.23338249205,71381.17644694494,294218821.036599,0.0,0.0
2026-03-10,76117.30312053447,73938.54292383228,76361.62692633936,73122.78274035323,345715767.6832444,0.0,0.0
2026-03-11,73078.86591576508,76117.30312053447,76173.77878325069,71723.88160460614,627311587.4436269,0.0,0.0
2026-03-12,69078.45409179328,73078.86591576508,73818.59156354591,67947.66385081256,530744285.13882834,0.0,0.0
2026-03-13,72660.25917479559,69078.45409179328,73883.91827081509,68447.27929598356,578133315.4662894,0.0,0.0
2026-03-16,73730.94037266371,72660.25917479559,74153.87182557104,71469.74324607989,619605513.5765477,0.0,0.0
2026-03-17,71806.86166160594,73730.94037266371,73915.03054024353,71466.05719496898,666373401.4840326,0.0,0.0
2026-03-18,76319.14413212967,71806.86166160594,76882.89601706798,70500.23058073968,845002311.6330419,0.0,0.0
2026-03-19,76808.8178239322,76319.14413212967,77141.97834928683,76156.90842875901,595498440.8071475,0.0,0.0
2026-03-20,80489.98300593946,76808.8178239322,83454.38900397808,74136.64342228042,430032425.81923974,0.0,0.0
2026-03-23,80858.3165166923,80489.98300593946,81631.81523922144,80015.11081280767,679105365.262523,0.0,0.0
2026-03-24,87619.78822502888,80858.3165166923,88317.6758362098,80625.38499297376,1254422278.200318,0.0,0.0
2026-03-25,93851.13131155231,87619.78822502888,94728.3679621179,87213.51743807449,454034219.6341678,0.0,0.0
2026-03-26,93153.54747433124,93851.13131155231,94633.11365231538,92966.95033913021,298039130.9210618,0.0,0.0
2026-03-27,96850.53132695415,93153.54747433124,97776.50055606311,92940.50088220606,843896432.4331952,0.0,0.0
2026-03-30,99453.79475654112,96850.53132695415,101227.5778472447,95821.8208033364,456824303.1908639,0.0,0.0
2026-03-31,104972.78868494804,99453.79475654112,107209.5030687027,98026.57961867718,163719511.69019398,0.0,0.0
2026-04-01,101396.04330018023,104972.78868494804,105871.48113624525,100200.59997961299,741147959.3582484,0.0,0.0
2026-04-02,104282.54822786262,101396.04330018023,105584.55063078718,99371.31698715666,371231311.3525709,0.0,0.0
2026-04-03,108779.63685738243,104282.54822786262,109548.84305287193,101410.28559720905,463693048.9508658,0.0,0.0
